user_id,signup_date,plan_tier,region,acquisition_channel,company_segment,monthly_logins,features_used,support_tickets,team_size,api_adopted,churned,churn_date,monthly_price,acquisition_cost,estimated_ltv
U01404,2025-01-07,Free,India,Paid Search,Mid-Market,11,3,2,4,0,0,,0,131.45,0
U01405,2025-10-02,Pro,US,Content,Enterprise,13,7,1,3,1,0,,79,12.16,948
U01406,2025-10-12,Free,India,Paid Search,Startup,13,3,2,4,0,1,2026-08-19,0,111.4,0
U01407,2025-09-09,Free,Germany,Paid Search,Enterprise,8,3,1,2,0,0,,0,83.28,0
U01408,2025-05-21,Pro,US,Paid Search,Enterprise,12,6,1,3,0,1,2026-04-10,79,91.28,869
U01409,2025-07-26,Business,Australia,Referral,Startup,9,10,0,8,1,0,,249,21.18,2490
U01410,2025-03-31,Free,India,Organic,SMB,5,5,1,2,1,0,,0,17.57,0
U01411,2025-02-24,Free,India,Paid Search,Mid-Market,8,4,3,3,0,1,2025-09-18,0,91.78,0
U01412,2025-03-17,Pro,UK,Referral,Mid-Market,11,6,1,2,0,1,2025-09-11,79,37.0,474
U01413,2025-09-26,Free,India,Content,SMB,7,2,4,1,0,0,,0,27.8,0
U01414,2025-04-30,Free,US,Organic,Startup,5,1,3,2,0,1,2025-08-25,0,23.85,0
U01415,2025-08-03,Free,India,Referral,Mid-Market,7,6,2,3,1,1,2026-06-14,0,27.58,0
U01416,2025-06-23,Free,US,Organic,Startup,8,4,2,2,0,0,,0,42.72,0
U01417,2025-10-24,Free,Canada,Referral,SMB,7,4,1,1,0,1,2026-05-11,0,24.74,0
U01418,2025-06-05,Free,US,Paid Search,Startup,6,5,1,2,0,1,2026-02-11,0,99.64,0
U01419,2025-05-13,Free,India,Content,Startup,7,2,5,2,0,1,2025-11-26,0,38.61,0
U01420,2025-04-25,Free,India,Organic,Enterprise,13,4,1,3,0,0,,0,19.59,0
U01421,2025-07-22,Pro,India,Paid Search,Mid-Market,11,3,0,3,0,0,,79,88.44,711
U01422,2025-01-24,Free,India,Organic,Startup,6,1,5,2,0,1,2025-08-03,0,45.63,0
U01423,2025-10-17,Free,India,Organic,SMB,10,5,1,1,0,1,2026-06-05,0,29.08,0
U01424,2025-10-22,Pro,India,Referral,Startup,14,7,2,2,0,1,2026-05-03,79,43.58,474
U01425,2025-01-31,Business,Germany,Referral,SMB,9,9,1,3,1,0,,249,23.87,2988
U01426,2025-01-05,Business,UK,Partner,Mid-Market,21,8,3,10,1,0,,249,42.66,2241
U01427,2025-09-21,Free,US,Referral,SMB,13,3,0,4,0,0,,0,34.41,0
U01428,2025-10-03,Free,US,Partner,Startup,6,4,1,4,0,1,2026-08-12,0,97.63,0
U01429,2025-05-19,Pro,US,Partner,Startup,11,1,0,6,1,0,,79,78.56,948
U01430,2025-01-10,Pro,US,Content,Enterprise,14,6,1,5,0,0,,79,42.18,790
U01431,2025-01-31,Pro,Australia,Organic,Startup,9,4,1,4,0,1,2025-04-20,79,49.16,237
U01432,2025-06-01,Free,India,Paid Search,Mid-Market,10,1,1,3,0,0,,0,85.21,0
U01433,2025-10-11,Business,India,Partner,Mid-Market,20,8,0,9,1,0,,249,57.51,2739
U01434,2025-08-24,Pro,India,Organic,SMB,13,5,1,6,0,0,,79,48.62,711
U01435,2025-01-09,Pro,India,Organic,SMB,15,9,1,1,1,0,,79,29.85,1027
U01436,2025-07-19,Free,India,Referral,SMB,8,6,0,2,0,0,,0,34.73,0
U01437,2025-08-31,Free,India,Paid Search,SMB,8,6,1,3,0,0,,0,80.49,0
U01438,2025-07-31,Pro,Australia,Paid Search,SMB,10,3,1,3,1,0,,79,108.26,948
U01439,2025-05-11,Free,US,Partner,Enterprise,7,3,2,1,1,1,2025-09-14,0,87.37,0
U01440,2025-01-30,Free,UK,Paid Search,SMB,6,2,1,1,0,0,,0,82.3,0
U01441,2025-08-08,Free,US,Paid Search,Mid-Market,11,4,1,4,0,0,,0,72.46,0
U01442,2025-09-17,Free,Canada,Organic,SMB,9,2,1,3,0,0,,0,22.05,0
U01443,2025-06-13,Pro,Australia,Organic,Mid-Market,11,6,1,5,1,0,,79,48.67,790
U01444,2025-07-14,Pro,Australia,Paid Search,Mid-Market,11,6,3,5,1,1,2026-02-03,79,120.48,553
U01445,2025-01-31,Free,India,Referral,Startup,9,4,0,3,0,0,,0,55.46,0
U01446,2025-10-10,Free,Canada,Content,Mid-Market,7,2,3,2,1,1,2026-01-09,0,34.77,0
U01447,2025-04-18,Free,India,Referral,SMB,3,4,0,3,0,0,,0,23.62,0
U01448,2025-10-26,Free,US,Referral,Startup,7,3,3,3,0,1,2026-02-06,0,43.68,0
U01449,2025-02-16,Free,Australia,Paid Search,Mid-Market,7,5,3,4,0,0,,0,115.22,0
U01450,2025-08-15,Free,India,Partner,Startup,10,6,1,4,0,1,2025-10-17,0,54.61,0
U01451,2025-08-14,Free,India,Paid Search,Mid-Market,7,4,0,4,0,1,2026-04-08,0,87.7,0
U01452,2025-08-30,Free,India,Organic,Startup,9,3,2,1,0,1,2026-04-17,0,44.67,0
U01453,2025-03-22,Business,US,Paid Search,Startup,13,11,3,12,0,1,2025-09-20,249,89.82,1494
U01454,2025-10-16,Free,Canada,Paid Search,SMB,11,4,0,2,0,0,,0,65.63,0
U01455,2025-05-04,Free,Canada,Content,Enterprise,8,4,0,4,0,0,,0,40.66,0
U01456,2025-08-04,Pro,India,Organic,Mid-Market,16,6,1,4,0,0,,79,39.53,711
U01457,2025-01-25,Pro,US,Paid Search,Startup,9,5,0,6,0,0,,79,116.69,948
U01458,2025-07-03,Pro,Canada,Organic,SMB,9,2,0,5,0,0,,79,50.85,711
U01459,2025-03-18,Free,US,Partner,Mid-Market,12,4,1,4,0,0,,0,71.23,0
U01460,2025-06-08,Free,US,Content,Startup,7,2,2,1,0,1,2026-04-29,0,32.87,0
U01461,2025-08-10,Free,US,Organic,SMB,12,1,0,3,0,0,,0,22.04,0
U01462,2025-06-06,Pro,India,Paid Search,Startup,16,7,3,1,0,1,2026-02-28,79,127.9,711
U01463,2025-01-22,Pro,India,Content,Startup,9,6,0,7,0,0,,79,35.42,790
U01464,2025-07-11,Free,US,Paid Search,Mid-Market,8,2,1,2,1,0,,0,76.65,0
U01465,2025-04-18,Business,Canada,Paid Search,SMB,19,7,0,4,1,0,,249,72.52,3237
U01466,2025-07-07,Business,India,Content,Startup,15,8,1,11,1,0,,249,38.7,2490
U01467,2025-07-25,Free,US,Paid Search,Startup,4,3,1,2,1,1,2025-12-02,0,82.06,0
U01468,2025-01-01,Free,UK,Paid Search,Mid-Market,13,4,1,3,0,0,,0,89.04,0
U01469,2025-03-25,Business,India,Organic,Startup,19,8,1,8,1,0,,249,36.61,2490
U01470,2025-02-14,Free,UK,Content,SMB,6,2,3,1,0,0,,0,28.4,0
U01471,2025-07-27,Pro,US,Partner,Mid-Market,14,7,0,4,1,0,,79,52.17,1027
U01472,2025-05-06,Free,UK,Content,Mid-Market,10,1,1,2,1,0,,0,30.0,0
U01473,2025-01-30,Free,India,Paid Search,Mid-Market,6,2,1,2,0,1,2025-10-27,0,120.9,0
U01474,2025-03-28,Pro,UK,Content,SMB,18,10,0,5,1,0,,79,44.06,790
U01475,2025-10-14,Free,India,Paid Search,Mid-Market,10,2,0,1,1,0,,0,105.64,0
U01476,2025-07-22,Free,Canada,Paid Search,SMB,12,3,1,1,0,1,2026-05-12,0,68.97,0
U01477,2025-04-29,Free,UK,Organic,Startup,7,4,3,3,0,1,2025-11-18,0,40.55,0
U01478,2025-10-25,Free,UK,Referral,Enterprise,6,2,0,2,0,0,,0,31.96,0
U01479,2025-07-22,Pro,India,Paid Search,Mid-Market,10,3,1,4,0,0,,79,73.28,869
U01480,2025-03-21,Free,Australia,Referral,SMB,7,2,3,2,0,1,2025-08-15,0,44.76,0
U01481,2025-02-17,Free,India,Organic,Mid-Market,11,2,2,2,0,0,,0,43.38,0
U01482,2025-09-01,Business,India,Referral,SMB,14,6,0,6,0,0,,249,15.88,2739
U01483,2025-04-03,Free,US,Content,Enterprise,10,2,4,1,0,0,,0,23.3,0
U01484,2025-04-22,Pro,India,Paid Search,Startup,10,5,2,3,0,0,,79,88.74,869
U01485,2025-03-17,Free,India,Organic,SMB,5,6,2,4,0,0,,0,32.34,0
U01486,2025-08-06,Business,India,Referral,SMB,17,10,1,9,0,0,,249,30.74,3237
U01487,2025-02-13,Pro,India,Organic,Startup,12,8,2,5,0,0,,79,27.25,948
U01488,2025-01-27,Free,India,Organic,Enterprise,7,4,0,3,0,0,,0,26.8,0
U01489,2025-06-25,Business,Germany,Partner,SMB,11,8,1,9,0,1,2025-08-09,249,87.9,498
U01490,2025-07-07,Free,UK,Referral,Mid-Market,8,3,1,2,0,1,2026-02-09,0,10.63,0
U01491,2025-07-11,Free,Germany,Content,Startup,10,3,2,1,1,0,,0,46.45,0
U01492,2025-06-06,Free,US,Organic,Startup,4,1,3,1,0,1,2025-08-20,0,32.28,0
U01493,2025-03-16,Free,Germany,Partner,Mid-Market,9,2,2,4,0,0,,0,79.02,0
U01494,2025-09-06,Pro,Australia,Referral,Mid-Market,7,8,2,2,0,0,,79,37.32,790
U01495,2025-10-22,Free,India,Organic,SMB,11,4,1,3,1,1,2026-08-29,0,28.59,0
U01496,2025-02-05,Free,US,Referral,SMB,10,5,0,3,0,1,2025-12-02,0,25.17,0
U01497,2025-04-03,Free,Canada,Paid Search,Startup,8,4,3,2,0,1,2026-01-19,0,73.95,0
U01498,2025-06-06,Business,US,Paid Search,Mid-Market,18,12,0,13,1,0,,249,110.37,3486
U01499,2025-05-06,Free,US,Organic,Startup,6,4,5,2,0,0,,0,51.09,0
U01500,2025-09-17,Free,India,Paid Search,Enterprise,12,1,0,2,0,0,,0,98.2,0
U01501,2025-10-17,Pro,Australia,Organic,SMB,17,9,1,3,1,0,,79,30.45,1027
U01502,2025-07-28,Pro,Germany,Content,Mid-Market,6,7,0,4,0,0,,79,34.96,948
U01503,2025-04-30,Free,Canada,Organic,SMB,7,4,2,1,0,0,,0,33.79,0
U01504,2025-02-18,Free,Germany,Referral,Startup,9,3,1,2,0,1,2025-09-05,0,23.26,0
U01505,2025-08-13,Pro,US,Referral,SMB,10,6,0,7,1,0,,79,33.66,711
U01506,2025-09-14,Pro,India,Organic,Mid-Market,14,6,1,1,0,0,,79,51.34,711
U01507,2025-10-16,Business,UK,Organic,Startup,23,7,2,6,1,0,,249,36.5,2490
U01508,2025-03-11,Free,Canada,Paid Search,SMB,7,4,1,1,0,0,,0,104.99,0
U01509,2025-07-06,Free,India,Organic,Startup,10,5,2,1,0,0,,0,33.09,0
U01510,2025-01-23,Pro,India,Referral,SMB,14,6,1,3,0,0,,79,36.16,790
U01511,2025-10-13,Pro,US,Referral,Mid-Market,21,9,2,4,0,0,,79,22.99,1106
U01512,2025-01-26,Free,Canada,Content,SMB,10,4,1,3,0,0,,0,38.46,0
U01513,2025-08-26,Business,Australia,Paid Search,SMB,16,7,1,3,1,0,,249,143.82,3486
U01514,2025-08-24,Free,Australia,Referral,Startup,10,4,2,1,0,0,,0,13.39,0
U01515,2025-05-18,Free,US,Paid Search,Startup,9,4,1,3,0,1,2025-09-02,0,100.9,0
U01516,2025-09-10,Pro,India,Paid Search,SMB,8,9,2,3,0,0,,79,90.49,790
U01517,2025-01-19,Free,US,Referral,Startup,4,4,1,2,0,0,,0,43.23,0
U01518,2025-09-22,Business,India,Organic,Startup,22,9,0,10,1,0,,249,30.48,3237
U01519,2025-04-18,Free,Canada,Referral,Startup,5,1,0,1,0,1,2025-07-20,0,21.6,0
U01520,2025-08-15,Free,India,Partner,Startup,6,5,2,4,0,1,2026-04-06,0,66.95,0
U01521,2025-02-07,Free,India,Content,SMB,12,1,4,3,0,1,2025-08-05,0,14.93,0
U01522,2025-09-26,Pro,Australia,Paid Search,Startup,11,4,2,2,0,0,,79,74.32,1027
U01523,2025-02-16,Business,US,Paid Search,Mid-Market,13,9,0,5,1,0,,249,96.04,3237
U01524,2025-10-06,Business,UK,Organic,SMB,12,9,3,8,0,0,,249,30.71,2739
U01525,2025-03-30,Pro,India,Paid Search,Mid-Market,11,8,0,3,1,0,,79,103.08,869
U01526,2025-06-11,Pro,UK,Partner,SMB,11,7,0,6,1,1,2026-03-16,79,84.32,711
U01527,2025-07-26,Free,US,Referral,Enterprise,8,2,2,5,0,0,,0,25.65,0
U01528,2025-07-09,Free,Canada,Content,SMB,8,4,2,3,0,0,,0,37.91,0
U01529,2025-06-17,Free,India,Organic,Startup,11,2,2,3,1,1,2025-09-12,0,33.65,0
U01530,2025-10-14,Free,US,Referral,Startup,6,5,2,1,0,0,,0,55.53,0
U01531,2025-06-30,Free,Canada,Referral,Mid-Market,10,3,3,2,0,1,2025-11-10,0,26.15,0
U01532,2025-06-04,Free,India,Partner,SMB,6,2,1,3,0,0,,0,70.15,0
U01533,2025-01-23,Business,India,Organic,Startup,17,8,0,6,0,0,,249,30.27,2739
U01534,2025-03-14,Free,US,Organic,Startup,5,1,1,1,0,1,2025-10-27,0,45.41,0
U01535,2025-05-18,Free,India,Organic,SMB,10,1,2,1,0,0,,0,36.07,0
U01536,2025-10-09,Free,UK,Paid Search,SMB,8,2,1,1,0,1,2026-04-07,0,82.44,0
U01537,2025-06-06,Pro,US,Paid Search,SMB,6,7,0,2,0,0,,79,76.19,1106
U01538,2025-01-16,Free,Australia,Referral,Startup,4,7,3,2,0,0,,0,40.03,0
U01539,2025-03-04,Pro,India,Referral,Startup,17,7,1,4,0,1,2025-11-22,79,41.29,711
U01540,2025-06-25,Business,US,Organic,Startup,13,9,1,9,0,0,,249,39.78,2490
U01541,2025-02-12,Pro,US,Referral,Mid-Market,11,5,0,1,0,0,,79,45.43,632
U01542,2025-10-06,Pro,Australia,Content,SMB,11,6,0,4,0,0,,79,34.27,948
U01543,2025-03-03,Business,India,Organic,Mid-Market,12,9,0,10,1,0,,249,37.01,3237
U01544,2025-08-12,Free,US,Referral,Mid-Market,8,2,1,3,0,0,,0,42.47,0
U01545,2025-08-15,Free,Canada,Partner,SMB,11,1,1,2,0,0,,0,94.28,0
U01546,2025-07-01,Pro,UK,Organic,Mid-Market,12,9,1,3,1,0,,79,35.05,1027
U01547,2025-06-23,Pro,UK,Content,SMB,10,8,0,6,0,0,,79,23.37,711
U01548,2025-05-26,Pro,India,Referral,Enterprise,6,7,0,6,0,1,2025-12-07,79,43.28,474
U01549,2025-03-01,Free,Germany,Paid Search,Mid-Market,1,3,0,2,0,1,2025-10-23,0,114.69,0
U01550,2025-03-23,Free,US,Paid Search,Enterprise,15,4,1,2,0,0,,0,56.43,0
U01551,2025-05-16,Pro,India,Paid Search,Mid-Market,11,8,0,6,0,0,,79,64.62,948
U01552,2025-06-19,Business,India,Referral,Enterprise,10,8,0,8,1,0,,249,37.92,3237
U01553,2025-09-16,Free,US,Organic,Mid-Market,11,2,1,3,0,1,2026-05-13,0,30.96,0
U01554,2025-08-10,Business,India,Referral,SMB,16,5,2,6,1,0,,249,25.06,3237
U01555,2025-10-23,Free,India,Paid Search,SMB,6,3,0,3,0,0,,0,90.22,0
U01556,2025-06-18,Free,US,Organic,Enterprise,8,4,2,3,0,0,,0,31.62,0
U01557,2025-05-15,Free,US,Paid Search,SMB,9,2,3,5,0,0,,0,73.31,0
U01558,2025-08-18,Free,UK,Referral,SMB,5,3,3,2,1,0,,0,37.84,0
U01559,2025-05-26,Pro,US,Content,Startup,9,5,2,3,0,0,,79,28.11,711
U01560,2025-10-18,Free,US,Organic,Startup,13,1,4,2,1,0,,0,32.3,0
U01561,2025-06-12,Free,Australia,Paid Search,Mid-Market,5,3,0,1,0,1,2025-10-06,0,110.68,0
U01562,2025-07-11,Pro,Canada,Content,Startup,10,5,1,6,0,0,,79,25.12,711
U01563,2025-10-08,Free,Canada,Paid Search,Startup,6,4,0,2,1,0,,0,80.95,0
U01564,2025-08-01,Pro,India,Partner,Startup,18,8,0,5,1,0,,79,70.55,1106
U01565,2025-04-22,Free,US,Content,SMB,7,7,0,2,0,1,2025-07-14,0,43.16,0
U01566,2025-09-12,Pro,US,Paid Search,Startup,15,8,1,3,0,1,2025-12-25,79,98.9,237
U01567,2025-10-06,Free,US,Partner,Startup,7,2,2,3,0,0,,0,38.66,0
U01568,2025-06-15,Pro,India,Content,SMB,12,5,3,5,1,0,,79,64.12,632
U01569,2025-09-10,Pro,US,Partner,Enterprise,14,6,1,5,1,0,,79,47.18,948
U01570,2025-03-28,Free,US,Organic,SMB,9,8,1,2,0,0,,0,7.13,0
U01571,2025-05-26,Pro,US,Referral,SMB,21,9,0,5,0,0,,79,24.2,1027
U01572,2025-08-27,Pro,US,Paid Search,Startup,11,6,2,7,0,0,,79,85.07,869
U01573,2025-02-27,Free,India,Partner,Enterprise,10,3,1,2,0,1,2026-01-03,0,86.85,0
U01574,2025-09-05,Pro,UK,Organic,Startup,11,4,3,4,1,0,,79,31.36,632
U01575,2025-10-03,Free,India,Partner,Mid-Market,8,3,2,2,0,1,2025-12-05,0,91.26,0
U01576,2025-10-21,Free,Canada,Paid Search,Startup,11,2,0,4,0,0,,0,109.89,0
U01577,2025-02-15,Free,US,Paid Search,Enterprise,10,5,4,4,0,1,2025-10-01,0,82.13,0
U01578,2025-01-07,Pro,US,Content,Mid-Market,15,6,0,2,1,0,,79,34.56,711
U01579,2025-04-19,Pro,US,Organic,Mid-Market,18,5,3,5,0,0,,79,20.74,711
U01580,2025-06-02,Pro,UK,Referral,SMB,13,6,1,5,0,0,,79,33.07,711
U01581,2025-06-05,Business,India,Organic,Mid-Market,18,10,1,9,0,1,2026-04-08,249,41.89,2490
U01582,2025-01-19,Pro,Canada,Organic,Startup,15,7,0,6,0,1,2025-09-05,79,33.92,632
U01583,2025-07-18,Free,India,Content,Startup,8,5,0,2,0,1,2025-12-08,0,44.02,0
U01584,2025-05-29,Pro,UK,Paid Search,SMB,16,3,1,2,1,0,,79,87.06,1106
U01585,2025-04-14,Pro,Canada,Partner,SMB,13,9,1,4,0,0,,79,81.19,948
U01586,2025-05-24,Pro,US,Organic,Mid-Market,13,7,0,3,0,0,,79,28.01,948
U01587,2025-06-18,Pro,Australia,Referral,SMB,23,9,1,6,0,1,2026-01-08,79,22.35,553
U01588,2025-03-07,Business,Canada,Paid Search,SMB,20,7,2,12,0,0,,249,147.43,3486
U01589,2025-08-15,Business,Canada,Paid Search,Startup,10,9,2,16,0,0,,249,75.2,2490
U01590,2025-10-27,Business,UK,Paid Search,Mid-Market,16,10,0,6,0,0,,249,88.1,2988
U01591,2025-04-17,Pro,US,Partner,Startup,12,5,0,4,0,0,,79,71.26,1027
U01592,2025-08-11,Business,India,Organic,Startup,10,9,1,9,0,0,,249,27.93,3237
U01593,2025-01-19,Free,US,Organic,Startup,8,4,1,4,0,1,2025-11-08,0,28.18,0
U01594,2025-04-26,Pro,UK,Organic,SMB,10,7,0,4,0,0,,79,34.05,1106
U01595,2025-06-16,Business,India,Content,Mid-Market,18,14,0,5,1,0,,249,27.12,3237
U01596,2025-08-27,Free,Canada,Content,Startup,10,3,2,1,0,0,,0,29.76,0
U01597,2025-04-04,Free,Germany,Paid Search,Enterprise,3,1,2,4,0,1,2025-12-15,0,51.77,0
U01598,2025-03-16,Free,US,Referral,SMB,5,2,1,2,0,0,,0,31.6,0
U01599,2025-09-17,Free,India,Organic,Enterprise,12,3,1,3,0,0,,0,43.78,0
U01600,2025-03-27,Free,UK,Paid Search,Startup,9,3,1,1,0,1,2026-02-11,0,106.45,0
U01601,2025-03-04,Pro,UK,Referral,Mid-Market,13,5,2,3,0,0,,79,36.35,711
U01602,2025-08-21,Free,Canada,Referral,SMB,8,4,2,2,0,1,2025-10-28,0,13.22,0
U01603,2025-01-27,Free,India,Referral,SMB,6,2,0,2,0,0,,0,40.65,0
U01604,2025-07-28,Free,Canada,Referral,Startup,11,3,0,3,0,0,,0,27.76,0
U01605,2025-05-21,Free,Canada,Organic,Mid-Market,11,1,0,3,0,0,,0,32.98,0
U01606,2025-08-24,Free,Germany,Paid Search,SMB,10,2,2,2,0,0,,0,118.36,0
U01607,2025-09-14,Free,US,Referral,Startup,9,5,1,3,0,0,,0,12.27,0
U01608,2025-04-27,Free,Germany,Paid Search,Startup,7,2,4,2,0,0,,0,86.84,0
U01609,2025-03-16,Free,US,Paid Search,Mid-Market,13,1,0,1,0,0,,0,143.69,0
U01610,2025-02-25,Free,Germany,Content,Mid-Market,7,3,1,4,0,1,2025-11-29,0,50.86,0
U01611,2025-08-05,Pro,US,Organic,Startup,12,5,1,4,0,0,,79,24.97,790
U01612,2025-05-11,Pro,India,Referral,Startup,14,9,0,3,0,0,,79,26.81,711
U01613,2025-08-29,Free,Australia,Partner,SMB,5,4,1,2,0,0,,0,85.82,0
U01614,2025-08-11,Pro,India,Organic,Enterprise,8,6,1,2,1,0,,79,21.94,790
U01615,2025-10-27,Pro,India,Content,Mid-Market,12,6,1,4,0,0,,79,31.38,711
U01616,2025-09-11,Pro,Canada,Organic,SMB,12,5,0,3,0,0,,79,33.36,1106
U01617,2025-10-02,Pro,US,Paid Search,Enterprise,19,5,2,4,1,0,,79,109.28,632
U01618,2025-09-28,Pro,Australia,Organic,SMB,15,5,1,7,1,1,2025-12-13,79,38.37,237
U01619,2025-10-01,Free,India,Paid Search,Mid-Market,11,4,0,2,0,0,,0,133.24,0
U01620,2025-10-25,Free,US,Partner,Startup,8,4,2,1,0,0,,0,75.56,0
U01621,2025-04-24,Free,US,Content,Startup,5,3,2,2,0,1,2025-08-04,0,38.44,0
U01622,2025-04-04,Pro,India,Content,Startup,12,4,0,5,0,0,,79,42.75,869
U01623,2025-06-28,Free,Australia,Paid Search,Mid-Market,8,3,4,1,0,1,2026-05-01,0,117.71,0
U01624,2025-09-09,Free,India,Partner,SMB,10,5,1,3,0,0,,0,61.91,0
U01625,2025-02-24,Pro,US,Organic,Mid-Market,14,5,1,5,0,0,,79,33.23,1027
U01626,2025-10-27,Free,UK,Organic,Startup,12,6,2,3,0,0,,0,20.03,0
U01627,2025-04-01,Business,India,Paid Search,SMB,14,9,0,12,0,0,,249,98.72,3486
U01628,2025-03-25,Free,Australia,Paid Search,Enterprise,9,2,1,2,0,0,,0,104.41,0
U01629,2025-04-30,Pro,US,Paid Search,SMB,11,5,2,5,0,1,2025-12-20,79,91.93,632
U01630,2025-01-02,Free,UK,Referral,Enterprise,8,3,2,1,0,1,2025-11-24,0,47.38,0
U01631,2025-04-29,Free,UK,Organic,SMB,10,4,2,1,0,0,,0,26.53,0
U01632,2025-02-12,Business,India,Partner,SMB,21,8,3,11,0,0,,249,47.61,2241
U01633,2025-08-29,Pro,US,Partner,SMB,11,9,1,6,1,1,2026-05-16,79,56.72,711
U01634,2025-08-22,Pro,Germany,Referral,Mid-Market,18,6,2,4,0,0,,79,49.16,1027
U01635,2025-07-09,Free,Germany,Paid Search,SMB,8,1,3,3,0,1,2026-05-05,0,113.1,0
U01636,2025-08-30,Pro,India,Content,Mid-Market,14,7,0,8,0,0,,79,54.78,711
U01637,2025-02-19,Free,Germany,Paid Search,Startup,9,5,0,2,0,0,,0,85.3,0
U01638,2025-03-19,Free,US,Paid Search,Startup,1,3,3,4,1,0,,0,99.79,0
U01639,2025-09-22,Free,Australia,Paid Search,SMB,12,4,0,3,1,0,,0,92.59,0
U01640,2025-10-10,Pro,Canada,Content,SMB,11,9,2,2,1,0,,79,51.72,790
U01641,2025-03-23,Free,India,Paid Search,Mid-Market,7,6,4,2,0,1,2025-07-29,0,83.83,0
U01642,2025-03-12,Pro,Germany,Content,Mid-Market,15,7,1,6,0,0,,79,35.84,869
U01643,2025-02-04,Business,US,Paid Search,SMB,15,11,0,6,1,0,,249,78.79,1992
U01644,2025-08-07,Free,Germany,Organic,Mid-Market,11,5,2,4,0,0,,0,26.62,0
U01645,2025-07-18,Pro,Canada,Referral,Mid-Market,11,6,2,3,1,0,,79,39.5,869
U01646,2025-02-25,Free,India,Paid Search,Mid-Market,6,2,0,3,0,0,,0,99.03,0
U01647,2025-07-04,Pro,India,Organic,SMB,15,8,1,5,1,0,,79,41.41,948
U01648,2025-08-16,Free,US,Referral,Mid-Market,4,3,0,2,0,0,,0,24.37,0
U01649,2025-03-31,Pro,US,Organic,Startup,13,4,1,6,1,1,2025-12-19,79,42.86,711
U01650,2025-01-16,Pro,Canada,Organic,Enterprise,10,8,1,4,0,0,,79,35.11,790
U01651,2025-03-08,Pro,Australia,Partner,SMB,12,6,3,6,0,1,2026-01-04,79,62.03,790
U01652,2025-06-27,Business,Canada,Paid Search,SMB,18,9,1,8,1,0,,249,92.56,2739
U01653,2025-06-05,Pro,US,Organic,SMB,9,7,2,4,0,0,,79,27.85,1027
U01654,2025-04-15,Free,India,Referral,SMB,8,3,0,3,0,1,2025-08-21,0,50.57,0
U01655,2025-06-16,Business,US,Content,Startup,9,8,2,7,1,0,,249,38.55,3486
U01656,2025-07-17,Free,US,Partner,Startup,5,4,2,2,1,0,,0,70.82,0
U01657,2025-10-13,Free,Australia,Paid Search,SMB,9,4,1,3,0,0,,0,80.79,0
U01658,2025-09-24,Free,Canada,Partner,SMB,8,4,1,4,0,1,2026-02-08,0,86.03,0
U01659,2025-07-24,Free,India,Referral,Enterprise,12,6,0,1,0,1,2026-01-10,0,51.26,0
U01660,2025-04-07,Free,Germany,Organic,Mid-Market,4,3,1,2,1,1,2025-11-08,0,41.77,0
U01661,2025-04-30,Pro,Germany,Referral,SMB,13,6,0,2,0,0,,79,22.46,1027
U01662,2025-10-13,Business,UK,Content,SMB,18,10,1,8,1,0,,249,29.74,2241
U01663,2025-04-10,Pro,US,Content,Startup,15,5,2,4,0,0,,79,32.27,1027
U01664,2025-05-16,Free,Australia,Referral,Mid-Market,13,3,1,3,0,1,2026-02-24,0,25.84,0
U01665,2025-10-25,Pro,India,Paid Search,Startup,14,8,1,2,0,1,2025-12-08,79,90.85,79
U01666,2025-04-30,Pro,US,Paid Search,SMB,11,7,0,3,0,0,,79,36.1,1106
U01667,2025-08-25,Free,Germany,Organic,SMB,7,2,2,1,0,1,2026-06-10,0,37.56,0
U01668,2025-03-03,Pro,India,Referral,Enterprise,15,4,0,5,0,1,2025-09-22,79,41.43,553
U01669,2025-04-30,Business,Canada,Partner,Startup,19,9,2,6,0,0,,249,52.67,3237
U01670,2025-01-17,Free,UK,Organic,Mid-Market,11,5,0,3,0,0,,0,35.36,0
U01671,2025-09-10,Pro,India,Paid Search,Mid-Market,11,4,1,8,1,0,,79,77.73,869
U01672,2025-01-19,Free,India,Paid Search,Mid-Market,4,2,0,1,0,1,2025-06-25,0,106.02,0
U01673,2025-09-05,Free,Germany,Referral,SMB,8,3,2,2,1,0,,0,40.26,0
U01674,2025-09-13,Business,Canada,Organic,Startup,15,10,2,10,1,1,2026-05-25,249,26.07,1992
U01675,2025-02-18,Free,Australia,Paid Search,Mid-Market,10,2,1,3,1,1,2025-07-16,0,70.54,0
U01676,2025-01-03,Pro,US,Referral,Mid-Market,14,7,1,4,0,0,,79,25.71,1106
U01677,2025-10-16,Pro,US,Partner,SMB,19,5,2,3,0,0,,79,86.43,790
U01678,2025-07-14,Pro,Canada,Content,SMB,15,5,3,3,1,0,,79,35.54,1027
U01679,2025-06-24,Free,India,Organic,Startup,7,1,1,2,0,0,,0,40.27,0
U01680,2025-07-02,Pro,US,Content,Mid-Market,9,7,1,5,1,1,2026-01-08,79,39.71,474
U01681,2025-08-15,Free,US,Content,SMB,8,1,1,2,0,1,2025-10-16,0,29.0,0
U01682,2025-06-26,Business,Germany,Partner,Mid-Market,17,7,2,9,1,0,,249,64.01,2490
U01683,2025-08-16,Pro,India,Organic,Startup,13,6,1,4,1,0,,79,50.86,790
